,ilkid,first_name,last_name,position_x,firstseason,lastseason,h_feet,h_inches,weight_x,college,birthdate_x,birth_year,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate_y,school,country,last_affiliation,height,weight_y,season_exp,jersey,position_y,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
1397,LAWREED01,ed,lawrence,C,1980,1980,6.0,11.5,228.0,McNeese State,1952-12-08 00:00:00,1952,77348,Ed Lawrence,"Lawrence, Ed",E. Lawrence,ed-lawrence,1952-12-08 00:00:00,McNeese State,USA,McNeese State/USA,6-11,228.0,1.0,,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_ed_lawrence,1980.0,1980.0,N,Y,Y,1976,5,84,N
1398,LAWSOJA01,jason,lawson,C,1997,1997,6.0,11.0,240.0,Villanova,1974-09-02 00:00:00,1974,1535,Jason Lawson,"Lawson, Jason",J. Lawson,jason-lawson,1974-09-02 00:00:00,Villanova,USA,Villanova/USA,6-11,240.0,2.0,55,Center,Inactive,N,1610612753,Magic,ORL,magic,Orlando,jason_lawson,1997.0,2002.0,N,Y,Y,1997,2,41,N
1399,LAYTODE01,dennis,layton,G,1971,1977,6.0,1.0,180.0,USC,1948-12-24 00:00:00,1948,77350,Dennis Layton,"Layton, Dennis",D. Layton,dennis-layton,1948-12-24 00:00:00,Southern California,USA,Southern California/USA,6-1,180.0,5.0,1,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_mo_layton,1971.0,1977.0,N,Y,Y,1971,3,48,N
1400,LEAKSEM01,emanuel,leaks,C,1972,1973,6.0,8.0,225.0,Niagara,1945-11-27 00:00:00,1945,77351,Emanuel Leaks,"Leaks, Emanuel",E. Leaks,emanuel-leaks,1945-11-27 00:00:00,Niagara,USA,Niagara/USA,6-8,225.0,2.0,24,Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_manny_leaks,1972.0,1973.0,N,Y,Y,1968,2,20,N
1401,LEARHA01,hal,lear,G,1956,1956,5.0,11.5,163.0,Temple,1935-01-31 00:00:00,1935,77352,Hal Lear,"Lear, Hal",H. Lear,hal-lear,1935-01-31 00:00:00,Temple,USA,Temple/USA,5-11,163.0,1.0,16,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_king_lear,1956.0,1956.0,N,Y,Y,1956,1,7,N
1402,LEAVEAL01,allen,leavell,G,1979,1988,6.0,1.0,170.0,Oklahoma City,1957-05-27 00:00:00,1957,77353,Allen Leavell,"Leavell, Allen",A. Leavell,allen-leavell,1957-05-27 00:00:00,Oklahoma City,USA,Oklahoma City/USA,6-1,170.0,10.0,30,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_allen_leavell,1979.0,1988.0,N,Y,Y,1979,5,104,N
1403,LECKNER01,eric,leckner,C,1988,1996,6.0,11.0,265.0,Wyoming,1966-05-27 00:00:00,1966,287,Eric Leckner,"Leckner, Eric",E. Leckner,eric-leckner,1966-05-27 00:00:00,Wyoming,USA,Wyoming/USA,6-11,265.0,8.0,55,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,eric_leckner,1988.0,1996.0,N,Y,Y,1988,1,17,N
1404,LEEBU01,butch,lee,G,1978,1979,6.0,0.0,185.0,Marquette,1956-12-05 00:00:00,1956,77356,Butch Lee,"Lee, Butch",B. Lee,butch-lee,1956-12-05 00:00:00,Marquette,USA,Marquette/USA,6-0,185.0,2.0,15,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_butch_lee,1978.0,1979.0,N,Y,Y,1978,1,10,N
1405,LEECL01,clyde,lee,F,1966,1975,6.0,10.0,205.0,Vanderbilt,1944-03-14 00:00:00,1944,77357,Clyde Lee,"Lee, Clyde",C. Lee,clyde-lee,1944-03-14 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-10,205.0,10.0,34,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_clyde_lee,1966.0,1975.0,N,Y,Y,1966,1,3,N
1406,LEEDO01,doug,lee,G,1991,1994,6.0,5.0,200.0,Purdue,1964-10-24 00:00:00,1964,77358,Doug Lee,"Lee, Doug",D. Lee,doug-lee,1964-10-24 00:00:00,Purdue,USA,Purdue/USA,6-5,200.0,3.0,20,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_doug_lee,1991.0,1994.0,N,Y,Y,1987,2,35,N
1407,LEEGE01,george,lee,F,1960,1967,6.0,4.0,200.0,Michigan,1936-11-23 00:00:00,1936,77359,George Lee,"Lee, George",G. Lee,george-lee,1936-11-23 00:00:00,Michigan,USA,Michigan/USA,6-4,200.0,7.0,9,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_george_lee,1960.0,1967.0,N,Y,Y,1959,4,24,N
1408,LEEGR01,greg,lee,G,1974,1975,6.0,3.0,190.0,UCLA,1951-12-12 00:00:00,1951,77360,Greg Lee,"Lee, Greg",G. Lee,greg-lee,1951-12-12 00:00:00,UCLA,USA,UCLA/USA,6-3,190.0,1.0,42,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_greg_lee,1975.0,1975.0,N,Y,Y,1974,7,115,N
1409,LEEKU01,kurk,lee,G,1990,1990,6.0,3.0,190.0,Towson State,1967-06-03 00:00:00,1967,77362,Kurk Lee,"Lee, Kurk",K. Lee,kurk-lee,1967-06-03 00:00:00,Towson,USA,Towson/USA,6-3,190.0,1.0,20,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_kurk_lee,1990.0,1990.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1410,LEERO01,ron,lee,G,1976,1981,6.0,3.5,193.0,Oregon,1952-11-02 00:00:00,1952,77364,Ron Lee,"Lee, Ron",R. Lee,ron-lee,1952-11-02 00:00:00,Oregon,USA,Oregon/USA,6-3,193.0,6.0,30,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_ron_lee,1976.0,1981.0,N,Y,Y,1976,1,10,N
1411,LEERO02,rock,lee,C,1981,1981,6.0,10.0,220.0,San Diego State,1955-05-01 00:00:00,1955,77363,Rock Lee,"Lee, Rock",R. Lee,rock-lee,1955-05-01 00:00:00,San Diego State,USA,San Diego State/USA,6-10,220.0,1.0,34,Center,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_rock_lee,1981.0,1981.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1412,LEERU01,russell,lee,F,1972,1974,6.0,5.0,185.0,Marshall,1950-01-27 00:00:00,1950,77365,Russell Lee,"Lee, Russell",R. Lee,russell-lee,1950-01-27 00:00:00,Marshall,USA,Marshall/USA,6-5,185.0,3.0,11,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_russell_lee,1972.0,1974.0,N,Y,Y,1972,1,6,N
1413,LEFKOHA01,hank,lefkowitz,F,1946,1946,6.0,2.0,190.0,Western Reserve,1923-08-31 00:00:00,1923,77367,Hank Lefkowitz,"Lefkowitz, Hank",H. Lefkowitz,hank-lefkowitz,1923-08-31 00:00:00,Case Western Reserve,USA,Case Western Reserve/USA,6-2,190.0,1.0,,Forward,Inactive,N,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_hank_lefkowitz,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1414,LEGLETI01,tim,legler,G,1989,1999,6.0,4.0,200.0,LaSalle,1966-12-26 00:00:00,1966,100,Tim Legler,"Legler, Tim",T. Legler,tim-legler,1966-12-26 00:00:00,La Salle,USA,La Salle/USA,6-4,200.0,10.0,,Guard,Inactive,N,0,,,,,tim_legler,1989.0,1999.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1415,LEHMAGE02,george,lehmann,G,1967,1973,6.0,0.0,180.0,Campbell JC,1942-05-01 00:00:00,1942,77369,George Lehmann,"Lehmann, George",G. Lehmann,george-lehmann,1942-05-01 00:00:00,Campbell,USA,Campbell/USA,6-0,180.0,2.0,20,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_george_lehmann,1967.0,1968.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1416,LEONABO01,bob,leonard,G,1956,1962,6.0,3.0,185.0,Indiana,1932-07-17 00:00:00,1932,77371,Bob Leonard,"Leonard, Bob",B. Leonard,bob-leonard,1932-07-17 00:00:00,Indiana,USA,Indiana/USA,6-3,185.0,7.0,21,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_slick_leonard,1956.0,1962.0,N,Y,Y,1954,2,10,N
1417,LEONAGA01,gary,leonard,C,1989,1991,7.0,1.0,250.0,Missouri,1967-02-16 00:00:00,1967,77370,Gary Leonard,"Leonard, Gary",G. Leonard,gary-leonard,1967-02-16 00:00:00,Missouri,USA,Missouri/USA,7-1,250.0,3.0,34,Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,HISTADD_gary_leonard,1989.0,1991.0,N,Y,Y,1989,2,34,N
1418,LESJI01,jim,les,G,1988,1994,5.0,11.0,165.0,Bradley,1963-08-18 00:00:00,1963,77372,Jim Les,"Les, Jim",J. Les,jim-les,1963-08-18 00:00:00,Bradley,USA,Bradley/USA,5-11,165.0,7.0,14,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_jim_les,1988.0,1994.0,N,Y,Y,1986,3,70,N
1419,LESTERO01,ronnie,lester,G,1980,1985,6.0,2.0,175.0,Iowa,1959-01-01 00:00:00,1959,77373,Ronnie Lester,"Lester, Ronnie",R. Lester,ronnie-lester,1959-01-01 00:00:00,Iowa,USA,Iowa/USA,6-2,175.0,6.0,12,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_ronnie_lester,1980.0,1985.0,N,Y,Y,1980,1,10,N
1420,LETTCL01,clifford,lett,G,1989,1990,6.0,3.0,170.0,Florida,1965-12-23 00:00:00,1965,77374,Clifford Lett,"Lett, Clifford",C. Lett,clifford-lett,1965-12-23 00:00:00,Florida,USA,Florida/USA,6-3,170.0,2.0,11,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_clifford_lett,1989.0,1990.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1421,LEVANAN01,andrew,levane,F,1948,1952,6.0,2.0,190.0,St. John's,1920-04-11 00:00:00,1920,77375,Andrew Levane,"Levane, Andrew",A. Levane,andrew-levane,1920-04-11 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-2,190.0,3.0,3,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_fuzzy_levane,1948.0,1952.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1422,LEVERLA01,lafayette,lever,G,1982,1993,6.0,3.0,170.0,Arizona State,1960-08-18 00:00:00,1960,77376,Lafayette Lever,"Lever, Lafayette",L. Lever,lafayette-lever,1960-08-18 00:00:00,Arizona State,USA,Arizona State/USA,6-3,170.0,11.0,21,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_fat_lever,1982.0,1993.0,N,Y,Y,1982,1,11,N
1423,LEVINCL01,cliff,levingston,F,1982,1994,6.0,8.0,210.0,Wichita State,1961-01-04 00:00:00,1961,77377,Cliff Levingston,"Levingston, Cliff",C. Levingston,cliff-levingston,1961-01-04 00:00:00,Wichita State,USA,Wichita State/USA,6-8,210.0,11.0,53,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_cliff_levingston,1982.0,1994.0,N,Y,Y,1982,1,9,N
1424,LEWISBO01,bobby,lewis,G,1967,1970,6.0,3.0,175.0,North Carolina   ,1945-03-20 00:00:00,1945,77385,Bobby Lewis,"Lewis, Bobby",B. Lewis,bobby-lewis,1945-03-20 00:00:00,North Carolina,USA,North Carolina/USA,6-3,175.0,4.0,5,Guard,Inactive,N,1610612744,Warriors,SFW,warriors,San Francisco,HISTADD_bobby_lewis,1967.0,1970.0,N,Y,Y,1967,4,39,N
1425,LEWISCE01,cedric,lewis,F,1995,1995,6.0,10.0,235.0,Maryland,1969-09-24 00:00:00,1969,736,Cedric Lewis,"Lewis, Cedric",C. Lewis,cedric-lewis,1969-09-24 00:00:00,Maryland,USA,Maryland/USA,6-10,235.0,1.0,42,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,cedric_lewis,1995.0,1995.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1426,LEWISFR01,freddie,lewis,G,1966,1976,6.0,0.0,175.0,Arizona State,1943-07-01 00:00:00,1943,77380,Freddie Lewis,"Lewis, Freddie",F. Lewis,freddie-lewis,1943-07-01 00:00:00,Arizona State,USA,Arizona State/USA,6-0,175.0,2.0,1,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_freddie_lewis,1966.0,1976.0,N,Y,Y,1966,10,88,N
1427,LEWISFR02,fred,lewis,F,1948,1949,6.0,2.0,195.0,Eastern Kentucky,1921-01-06 00:00:00,1921,77379,Fred Lewis,"Lewis, Fred",F. Lewis,fred-lewis,1921-01-06 00:00:00,Eastern Kentucky,USA,Eastern Kentucky/USA,6-2,195.0,2.0,,Forward,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_fred_lewis,1948.0,1949.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1428,LEWISGR01,grady,lewis,F,1946,1948,6.0,7.0,215.0,Oklahoma ,1917-03-25 00:00:00,1917,77381,Grady Lewis,"Lewis, Grady",G. Lewis,grady-lewis,1917-03-25 00:00:00,Oklahoma,USA,Oklahoma/USA,6-7,215.0,3.0,,Forward,Inactive,N,1610610028,Falcons,DEF,falcons,Detroit,HISTADD_grady_lewis,1946.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1429,LEWISMA01,martin,lewis,F,1995,1996,6.0,5.0,210.0,Seward Co. Comm Coll.,1975-04-28 00:00:00,1975,729,Martin Lewis,"Lewis, Martin",M. Lewis,martin-lewis,1975-04-28 00:00:00,Seward County CC,USA,Seward County CC/USA,6-6,225.0,2.0,32,Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,martin_lewis,1995.0,1996.0,N,Y,Y,1995,2,50,N
1430,LEWISQU01,quincy,lewis,F,1999,2003,6.0,7.0,215.0,Minnesota,1977-06-26 00:00:00,1977,1900,Quincy Lewis,"Lewis, Quincy",Q. Lewis,quincy-lewis,1977-06-26 00:00:00,Minnesota,USA,Minnesota/USA,6-7,215.0,4.0,,Guard-Forward,Inactive,N,0,,,,,quincy_lewis,1999.0,2003.0,N,Y,Y,1999,1,19,N
1431,LEWISRA01,rashard,lewis,F,1998,2004,6.0,10.0,215.0,none,1979-08-08 00:00:00,1979,1740,Rashard Lewis,"Lewis, Rashard",R. Lewis,rashard-lewis,1979-08-08 00:00:00,Elsik HS (TX),USA,Elsik HS (TX)/USA,6-10,235.0,16.0,9,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,rashard_lewis,1998.0,2013.0,N,Y,Y,1998,2,32,N
1432,LEWISRA02,ralph,lewis,G,1987,1989,6.0,6.0,200.0,LaSalle,1963-03-28 00:00:00,1963,77383,Ralph Lewis,"Lewis, Ralph",R. Lewis,ralph-lewis,1963-03-28 00:00:00,La Salle,USA,La Salle/USA,6-6,200.0,3.0,11,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_ralph_lewis,1987.0,1989.0,N,Y,Y,1985,6,139,N
1433,LEWISRE01,reggie,lewis,G,1987,1992,6.0,7.0,195.0,Northeastern,1965-11-21 00:00:00,1965,77384,Reggie Lewis,"Lewis, Reggie",R. Lewis,reggie-lewis,1965-11-21 00:00:00,Northeastern,USA,Northeastern/USA,6-7,195.0,6.0,35,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_reggie_lewis,1987.0,1992.0,N,Y,Y,1987,1,22,N
1434,LIBERMA01,marcus,liberty,F,1990,1993,6.0,8.0,205.0,Illinois,1968-10-27 00:00:00,1968,77386,Marcus Liberty,"Liberty, Marcus",M. Liberty,marcus-liberty,1968-10-27 00:00:00,Illinois,USA,Illinois/USA,6-8,205.0,4.0,30,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_marcus_liberty,1990.0,1993.0,N,Y,Y,1990,2,42,N
1435,LICHTTO01,todd,lichti,G,1989,1993,6.0,4.0,205.0,Stanford,1967-01-08 00:00:00,1967,77387,Todd Lichti,"Lichti, Todd",T. Lichti,todd-lichti,1967-01-08 00:00:00,Stanford,USA,Stanford/USA,6-4,205.0,5.0,30,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_todd_lichti,1989.0,1993.0,N,Y,Y,1989,1,15,N
1436,LIGONBI01,bill,ligon,G,1974,1974,6.0,4.0,180.0,Vanderbilt,1952-05-29 00:00:00,1952,77388,Bill Ligon,"Ligon, Bill",B. Ligon,bill-ligon,1952-05-19 00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-4,180.0,1.0,26,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_bill_ligon,1974.0,1974.0,N,Y,Y,1974,10,175,N
1437,LINGEST01,steve,lingenfelter,F,1982,1983,6.0,9.0,225.0,South Dakota State,1958-06-10 00:00:00,1958,77389,Steve Lingenfelter,"Lingenfelter, Steve",S. Lingenfelter,steve-lingenfelter,1958-06-10 00:00:00,South Dakota State,USA,South Dakota State/USA,6-9,225.0,2.0,25,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_steve_lingenfelter,1982.0,1983.0,N,Y,Y,1981,2,44,N
1438,LISTEAL01,alton,lister,C,1981,1997,7.0,0.0,240.0,Arizona State,1958-10-01 00:00:00,1958,175,Alton Lister,"Lister, Alton",A. Lister,alton-lister,1958-10-01 00:00:00,Arizona State,USA,Arizona State/USA,7-0,245.0,16.0,53,Center-Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,alton_lister,1981.0,1997.0,N,Y,Y,1981,1,21,N
1439,LIVINRA01,randy,livingston,G,1996,2004,6.0,4.0,209.0,LSU,1975-04-02 00:00:00,1975,988,Randy Livingston,"Livingston, Randy",R. Livingston,randy-livingston,1975-04-02 00:00:00,Louisiana State,USA,Louisiana State/USA,6-4,209.0,11.0,14,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,randy_livingston,1996.0,2006.0,Y,Y,Y,1996,2,42,N
1440,LIVINSH01,shaun,livingston,G,2004,2004,6.0,7.0,186.0,,1985-09-11 00:00:00,1985,2733,Shaun Livingston,"Livingston, Shaun",S. Livingston,shaun-livingston,1985-09-11 00:00:00,No College,USA,Peoria Central HS (IL)/USA,6-7,192.0,16.0,34,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,shaun_livingston,2004.0,2018.0,Y,Y,Y,2004,1,4,N
1441,LIVINRO01,ron,livingstone,C,1949,1950,6.0,10.0,220.0,St. Mary's (CA),1925-10-09 00:00:00,1925,77392,Ron Livingstone,"Livingstone, Ron",R. Livingstone,ron-livingstone,1925-10-09 00:00:00,Wyoming,USA,Wyoming/USA,6-10,220.0,2.0,6,Center,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_ron_livingstone,1949.0,1950.0,N,Y,Y,1949,1,6,N
1442,LLAMAHO01,horacio,llamas,C,1996,1997,6.0,11.0,285.0,Grand Canyon,1973-07-17 00:00:00,1973,1024,Horacio Llamas,"Llamas, Horacio",H. Llamas,horacio-llamas,1973-07-17 00:00:00,Grand Canyon,USA,Grand Canyon/USA,6-11,285.0,3.0,54,Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,horacio_llamas,1996.0,2002.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1443,LLOYDEA01,earl,lloyd,F,1950,1959,6.0,5.0,200.0,West Virginia State,1928-04-03 00:00:00,1928,77394,Earl Lloyd,"Lloyd, Earl",E. Lloyd,earl-lloyd,1928-04-03 00:00:00,West Virginia State,USA,West Virginia State/USA,6-6,200.0,9.0,17,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_bigcat_lloyd,1950.0,1959.0,N,Y,Y,1950,9,,N
1444,LLOYDLE01,lewis,lloyd,G,1981,1989,6.0,6.0,205.0,Drake,1959-02-22 00:00:00,1959,77395,Lewis Lloyd,"Lloyd, Lewis",L. Lloyd,lewis-lloyd,1959-02-22 00:00:00,Drake,USA,Drake/USA,6-6,205.0,7.0,32,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_lewis_lloyd,1981.0,1989.0,N,Y,Y,1981,4,76,N
1445,LLOYDSC01,scott,lloyd,C,1976,1982,6.0,10.0,230.0,Arizona State,1952-12-19 00:00:00,1952,77396,Scott Lloyd,"Lloyd, Scott",S. Lloyd,scott-lloyd,1952-12-19 00:00:00,Arizona State,USA,Arizona State/USA,6-10,230.0,6.0,44,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_scott_lloyd,1976.0,1982.0,N,Y,Y,1976,2,24,N
1446,LOCHMBO01,bob,lochmueller,F,1952,1952,6.0,5.0,185.0,Louisville,1927-06-05 00:00:00,1927,77397,Bob Lochmueller,"Lochmueller, Bob",B. Lochmueller,bob-lochmueller,1927-06-05 00:00:00,Louisville,USA,Louisville/USA,6-5,185.0,1.0,14,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_bob_lochmueller,1952.0,1952.0,N,Y,Y,1952,1,7,N
1447,LOCKRO01,robert,lock,F,1988,1988,6.0,9.0,225.0,Kentucky,1966-05-22 00:00:00,1966,77398,Robert Lock,"Lock, Robert",R. Lock,robert-lock,1966-05-22 00:00:00,Kentucky,USA,Kentucky/USA,6-9,225.0,1.0,44,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_rob_lock,1988.0,1988.0,N,Y,Y,1988,3,51,N
1448,LOCKHDA01,darrell,lockhart,F,1983,1983,6.0,9.0,245.0,Auburn,1960-09-14 00:00:00,1960,77399,Darrell Lockhart,"Lockhart, Darrell",D. Lockhart,darrell-lockhart,1960-09-14 00:00:00,Auburn,USA,Auburn/USA,6-9,245.0,1.0,32,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_darrell_lockhart,1983.0,1983.0,N,Y,Y,1983,2,35,N
1449,LOCKHIA01,ian,lockhart,F,1990,1990,6.0,8.0,240.0,Tennessee,1967-06-25 00:00:00,1967,1100,Ian Lockhart,"Lockhart, Ian",I. Lockhart,ian-lockhart,1967-06-25 00:00:00,Tennessee,USA,Tennessee/USA,6-8,240.0,1.0,51,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,ian_lockhart,1990.0,1990.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1450,LODERKE01,kevin,loder,F,1981,1983,6.0,6.0,205.0,Alabama State,1959-03-15 00:00:00,1959,77401,Kevin Loder,"Loder, Kevin",K. Loder,kevin-loder,1959-03-15 00:00:00,Alabama State,USA,Alabama State/USA,6-6,205.0,3.0,9,Forward,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_kevin_loder,1981.0,1983.0,N,Y,Y,1981,1,17,N
1451,LOFGRDO01,don,lofgran,F,1950,1953,6.0,5.0,200.0,San Francisco,1928-11-18 00:00:00,1928,77402,Don Lofgran,"Lofgran, Don",D. Lofgran,don-lofgran,1928-11-18 00:00:00,San Francisco,USA,San Francisco/USA,6-5,200.0,4.0,8,Forward,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_donald_lofgran,1950.0,1953.0,N,Y,Y,1950,1,11,N
1452,LOGANJO01,johnny,logan,G,1946,1950,6.0,2.0,175.0,Indiana,1921-01-01 00:00:00,1921,77403,Johnny Logan,"Logan, Johnny",J. Logan,johnny-logan,1921-01-01 00:00:00,Indiana,USA,Indiana/USA,6-2,175.0,5.0,17,Guard,Inactive,N,1610610034,Bombers,BOM,bombers,St. Louis,HISTADD_johnny_logan,1946.0,1950.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1453,LOHAUBR01,brad,lohaus,F,1987,1997,6.0,11.0,230.0,Iowa,1964-09-29 00:00:00,1964,38,Brad Lohaus,"Lohaus, Brad",B. Lohaus,brad-lohaus,1964-09-29 00:00:00,Iowa,USA,Iowa/USA,6-11,230.0,10.0,54,Forward-Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,brad_lohaus,1987.0,1997.0,N,Y,Y,1987,2,45,N
1454,LONGJO01,john,long,G,1978,1996,6.0,5.0,195.0,Detroit,1956-08-28 00:00:00,1956,1381,John Long,"Long, John",J. Long,john-long,1956-08-28 00:00:00,Detroit,USA,Detroit/USA,6-5,200.0,14.0,25,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,john_long,1978.0,1996.0,N,Y,Y,1978,2,29,N
1455,LONGPA01,paul,long,G,1967,1970,6.0,2.0,180.0,Virginia Tech,1944-02-08 00:00:00,1944,77406,Paul Long,"Long, Paul",P. Long,paul-long,1944-02-08 00:00:00,Wake Forest,USA,Wake Forest/USA,6-2,180.0,3.0,5,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_paul_long,1967.0,1970.0,N,Y,Y,1967,5,45,N
1456,LONGLLU01,luc,longley,C,1991,2000,7.0,2.0,265.0,New Mexico,1969-01-19 00:00:00,1969,26,Luc Longley,"Longley, Luc",L. Longley,luc-longley,1969-01-19 00:00:00,New Mexico,USA,New Mexico/USA,,,10.0,,Center,Inactive,N,0,,,,,luc_longley,1991.0,2000.0,N,Y,Y,1991,1,7,N
1457,LOPEZFE01,felipe,lopez,G,1998,2001,6.0,5.0,199.0,St. John's,1974-12-19 00:00:00,1974,1732,Felipe Lopez,"Lopez, Felipe",F. Lopez,felipe-lopez,1974-12-19 00:00:00,St. John's (NY),Dominican Republic,St. John's (NY)/Dominican Republic,6-5,195.0,5.0,13,Guard-Forward,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,felipe_lopez,1998.0,2002.0,N,Y,Y,1998,1,24,N
1458,LOPEZRA01,raul,lopez,G,2003,2004,6.0,0.0,180.0,,1980-04-15 00:00:00,1980,2221,Raul Lopez,"Lopez, Raul",R. Lopez,raul-lopez,1980-04-15 00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-0,175.0,3.0,,Guard,Inactive,N,0,,,,,raul_lopez,2002.0,2004.0,N,Y,Y,2001,1,24,N
1459,LORTHRY01,ryan,lorthridge,G,1994,1994,6.0,4.0,190.0,Jackson State,1972-07-27 00:00:00,1972,943,Ryan Lorthridge,"Lorthridge, Ryan",R. Lorthridge,ryan-lorthridge,1972-07-27 00:00:00,Jackson State,USA,Jackson State/USA,6-4,190.0,1.0,9-33,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,ryan_lorthridge,1994.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1460,LOSCUJI01,jim,loscutoff,F,1955,1963,6.0,5.0,220.0,Oregon,1930-02-04 00:00:00,1930,77409,Jim Loscutoff,"Loscutoff, Jim",J. Loscutoff,jim-loscutoff,1930-02-04 00:00:00,Oregon,USA,Oregon/USA,6-5,220.0,9.0,18,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_jim_loscutoff,1955.0,1963.0,N,Y,Y,1955,1,3,N
